Time,NTNC,FTNC,NTNL,FTNL,TRNP,Aluminium_Concentration,Water_height
2024-10-17 09:25:13.720,2081.0874494702603,164.72279844533347,0.012799807053001138,0.07554526764414438,66.92366539315607,20,25
2024-10-17 09:25:13.721,2106.9889079387463,155.09560229891952,0.013518832633005198,0.05928311199141808,74.20918161944853,20,25
2024-10-17 09:25:13.722,2027.382253575492,161.4776148826273,0.011308948548857452,0.07006353865308666,69.6953955179232,20,25
2024-10-17 09:25:13.723,2139.8087066765183,168.5765628206294,0.014429911630805831,0.08205500476457667,68.0334815022589,20,25
2024-10-17 09:25:13.724,2181.212218286773,155.52129840900676,0.015579274860138603,0.06000219325845737,69.55930017133943,20,25
2024-10-17 09:25:13.725,2201.216104908541,156.7566286740911,0.016134583596828168,0.06208889978731604,74.41877805555616,20,25
2024-10-17 09:25:13.726,2061.241889959431,165.40880420706353,0.0122488934835919,0.07670406116058028,70.2206826052392,20,25
2024-10-17 09:25:13.727,2277.4392424970206,155.76215354945822,0.01825054111253978,0.0604090431578686,66.20751209907502,20,25
2024-10-17 09:25:13.728,2084.0716079530134,162.09666573882762,0.012882647418399723,0.07110923266693854,68.58810208032173,20,25
2024-10-17 09:25:13.729,2126.6177181143275,163.85901412807627,0.01406372923172216,0.07408617251364234,67.91641012627345,20,25
2024-10-17 09:25:13.730,2062.79803080516,161.70416603110306,0.01229209201913111,0.07044622640389032,69.87926631212052,20,25
2024-10-17 09:25:13.731,2149.073449525513,162.46317934449308,0.014687101283222193,0.0717283434873194,67.25827046048484,20,25
2024-10-17 09:25:13.732,2226.995114951974,168.2944273128119,0.016850210003385994,0.08157842451488499,72.01607060756953,20,25
2024-10-17 09:25:13.733,2001.2694094852968,167.14744839654333,0.010584054895075284,0.07964096012929614,69.35466950233179,20,25
2024-10-17 09:25:13.734,2257.1007275018646,161.6613662819333,0.017685943078085242,0.07037392953029276,69.04662918324671,20,25
2024-10-17 09:25:13.735,2109.055904047581,158.55229594878892,0.013576212532203901,0.06512212153511646,72.62427222058322,20,25
2024-10-17 09:25:13.736,2024.4046668933906,163.36249875092582,0.011226290616922265,0.07324746410629361,72.05693624881357,20,25
2024-10-17 09:25:13.737,2191.711449341283,161.90673836155923,0.01587073395722962,0.07078840939452574,68.85193311791548,20,25
2024-10-17 09:25:13.738,2284.888116464599,168.2013095717385,0.018457322168186963,0.08142113103334209,73.63011863468,20,25
2024-10-17 09:25:13.739,2098.726739592361,164.03004062148625,0.013289474491085163,0.07437506861737544,70.41738853681872,20,25
2024-10-17 09:25:13.740,2071.768395793478,169.23651051288135,0.01254110972971373,0.08316978127175906,70.83224242107737,20,25
2024-10-17 09:25:13.741,2234.398737643385,160.4481411306325,0.01705573488169739,0.068324562720663,71.21882241273241,20,25
2024-10-17 09:25:13.742,2330.6073198072954,158.08698455186925,0.019726489182114074,0.06433612255383321,65.72002279996619,20,25
2024-10-17 09:25:13.743,2288.272134699786,167.30628720194463,0.01855126265718529,0.07990926892220378,67.72075116927496,20,25
2024-10-17 09:25:13.744,2192.930032323271,159.23791300695544,0.015904561872228048,0.066280258457695,69.11211374162131,20,25
2024-10-17 09:25:13.745,2007.8055430724212,154.96941104958597,0.010765498239247735,0.05906995109727362,73.84559042127005,20,25
2024-10-17 09:25:13.746,2163.4425901102754,167.10193429405365,0.015085989232164875,0.07956407819941493,71.76134891440998,20,25
2024-10-17 09:25:13.747,2277.869684914708,165.97952895101625,0.018262490212217413,0.077668123228068,69.2600221540925,20,25
2024-10-17 09:25:13.748,1984.6666301243697,163.05116583723162,0.010123161039457282,0.07272156391424259,69.14197666489055,20,25
2024-10-17 09:25:13.749,2002.4919129889474,167.03766199875378,0.010617991643920481,0.07945551013303005,65.9308044991624,20,25
2024-10-17 09:25:13.750,2319.1438121867272,167.05832340752414,0.019408261726861373,0.07949041116135833,72.44846610816523,20,25
2024-10-17 09:25:13.751,2043.8476517378042,169.19596767120638,0.011766028696605063,0.08310129674190266,66.5701732477211,20,25
2024-10-17 09:25:13.752,2262.009460300629,169.13478700672403,0.01782220970770422,0.08299795102487165,68.78392208374908,20,25
2024-10-17 09:25:13.753,2185.487248019364,167.7995737532259,0.015697949865901336,0.08074252323180053,72.81288446210941,20,25
2024-10-17 09:25:13.754,2031.0655257985982,168.19590811560616,0.011411196341187521,0.08141200695203744,65.87743669579777,20,25
2024-10-17 09:25:13.755,2264.9743991103196,163.09835091803717,0.0179045165341676,0.07280126844263038,65.56841869597389,20,25
2024-10-17 09:25:13.756,2115.6890783954295,159.725204830667,0.013760349731988713,0.06710338653828882,65.19680910400407,20,25
2024-10-17 09:25:13.757,2014.5225741977583,169.22672599375176,0.010951963306714,0.0831532533678239,72.16196533967727,20,25
2024-10-17 09:25:13.758,2083.1377524318177,168.47958034284795,0.012856723549727056,0.08189118301156746,66.02888943335591,20,25
2024-10-17 09:25:13.759,2021.2711847456817,168.4972099989323,0.011139305020283756,0.08192096283603427,65.60859037759252,20,25
2024-10-17 09:25:13.760,2014.1219552503405,163.24965276006998,0.010940842107829456,0.0730568458784966,65.06362414656873,20,25
2024-10-17 09:25:13.761,2087.8919487255725,162.0501006704831,0.01298870023944626,0.07103057545689713,69.76251540861313,20,25
2024-10-17 09:25:13.762,2134.1968557483924,159.28845010739775,0.014274126412247514,0.06636562518141509,66.86160709538282,20,25
2024-10-17 09:25:13.763,2059.342989161003,155.8948143634491,0.012196179917302912,0.06063313237069105,73.20722673767504,20,25
2024-10-17 09:25:13.764,2162.2642346172206,168.07512510141052,0.015053278033956662,0.08120798159022048,74.81361300403802,20,25
2024-10-17 09:25:13.765,2212.2835120990812,160.62316103628078,0.016441815287429724,0.06862020445317699,72.34325400070377,20,25
2024-10-17 09:25:13.766,2243.281270301005,156.70438879959315,0.01730231436307373,0.06200065675606951,66.42722393823365,20,25
