Time,NTNC,FTNC,NTNL,FTNL,TRNP,Aluminium_Concentration,Water_height
2024-10-17 09:25:13.720,11568.11361354979,848.2651373005506,0.2761600536754238,1.2301775967914705,11.399136916131377,60,25
2024-10-17 09:25:13.721,11401.973725473783,841.6891416254336,0.2715480033721173,1.2190694959889081,11.810520486686904,60,25
2024-10-17 09:25:13.722,11278.557766753656,851.9535993026435,0.26812197115047764,1.2364081069301411,11.590369921990984,60,25
2024-10-17 09:25:13.723,11331.152922024858,852.3746235672463,0.26958201488007266,1.2371192965662945,8.697839847186753,60,25
2024-10-17 09:25:13.724,11406.47920360769,843.71188619649,0.27167307563522447,1.2224862942508277,8.006135187890104,60,25
2024-10-17 09:25:13.725,11469.204660773732,843.1587014510311,0.273414336972871,1.2215518605591742,12.90554909831378,60,25
2024-10-17 09:25:13.726,11391.617500876402,843.144623861904,0.27126051414031044,1.2215280808478108,10.311853797303748,60,25
2024-10-17 09:25:13.727,11437.716207820113,844.9779835482801,0.27254021619021496,1.2246249722099327,8.128702318670314,60,25
2024-10-17 09:25:13.728,11245.29165033445,853.7213991699389,0.2671985023550079,1.2393942553546264,10.545955055531614,60,25
2024-10-17 09:25:13.729,11562.403219187181,842.2263227057426,0.27600153288696616,1.2199768964624031,11.968923312092567,60,25
2024-10-17 09:25:13.730,11548.48170886117,844.461558308662,0.2756150711728943,1.2237526322781453,9.021944767926254,60,25
2024-10-17 09:25:13.731,11348.735344685347,848.6789150278546,0.2700701036750228,1.2308765456551598,9.686706898410463,60,25
2024-10-17 09:25:13.732,11335.80007449403,849.856705010149,0.2697110200287047,1.2328660557603868,14.854344897061111,60,25
2024-10-17 09:25:13.733,11374.65707380268,850.8803719588328,0.2707896919690942,1.2345952229034338,14.163967244363564,60,25
2024-10-17 09:25:13.734,11409.07582078456,852.5145171003105,0.27174515783761927,1.237355603209984,9.56492119575432,60,25
2024-10-17 09:25:13.735,11362.617577732894,846.7995627583285,0.2704554750501872,1.2277019641187983,8.802156587586325,60,25
2024-10-17 09:25:13.736,11307.247109967033,849.8713609570419,0.2689183885286354,1.2328908124274356,6.607359763256987,60,25
2024-10-17 09:25:13.737,11467.461102214884,847.986278124367,0.2733659357137075,1.229706550885755,10.989704372806244,60,25
2024-10-17 09:25:13.738,11434.924023714699,850.9006567813351,0.2724627050416317,1.2346294878063093,12.89296381831251,60,25
2024-10-17 09:25:13.739,11284.3396132278,846.6533533572526,0.2682824754525664,1.227454988779143,14.591688452369109,60,25
2024-10-17 09:25:13.740,11262.44645012169,849.4664884489324,0.267674720320953,1.232206906163737,12.322340036278115,60,25
2024-10-17 09:25:13.741,11463.800750301994,847.3263293726998,0.2732643241901561,1.2285917725890199,12.098128636873609,60,25
2024-10-17 09:25:13.742,11430.925463323945,843.7785594827722,0.2723517048364641,1.2225989180452232,10.649701862995338,60,25
2024-10-17 09:25:13.743,11414.12092560169,844.650829007831,0.2718852101602224,1.2240723462970118,7.572087569810724,60,25
2024-10-17 09:25:13.744,11441.739974290653,853.5218825790333,0.272651916117221,1.239057234086205,14.071583424786544,60,25
2024-10-17 09:25:13.745,11380.42428854886,845.8629148723612,0.2709497900937973,1.2261197886357453,14.579554219828522,60,25
2024-10-17 09:25:13.746,11503.686724707544,841.5241775623208,0.27437156052265343,1.2187908404768932,5.329973236521673,60,25
2024-10-17 09:25:13.747,11415.770879505728,850.5773755289258,0.2719310129502187,1.234083404609672,14.208720028512507,60,25
2024-10-17 09:25:13.748,11414.040756203143,848.5911901220086,0.2718829846543359,1.2307283616925822,12.510003297816331,60,25
2024-10-17 09:25:13.749,11532.712007231516,847.1353293949668,0.27517730359024833,1.228269137491498,7.8790810132596985,60,25
2024-10-17 09:25:13.750,11379.459223061414,841.2602753537286,0.2709229998351446,1.218345059719136,6.881900910605885,60,25
2024-10-17 09:25:13.751,11557.016718453362,841.605411715798,0.2758520033993105,1.21892806033074,11.732587091677038,60,25
2024-10-17 09:25:13.752,11266.451077458878,853.1127387305262,0.26778588894480965,1.2383661127204835,6.6422692917688755,60,25
2024-10-17 09:25:13.753,11328.230869256999,851.5688677382324,0.2695008985719401,1.235758222530798,9.077330388000032,60,25
2024-10-17 09:25:13.754,11275.600190847996,854.5440170425867,0.2680398687185408,1.240783812571937,13.904400508519858,60,25
2024-10-17 09:25:13.755,11406.822100032396,850.8037998327644,0.27168259445444287,1.234465878095886,10.896550886669136,60,25
2024-10-17 09:25:13.756,11385.458096172557,841.5771843340381,0.271089528805834,1.218880378942632,8.944925972258908,60,25
2024-10-17 09:25:13.757,11438.527123208793,842.795363050593,0.27256272723562147,1.2209381132611368,14.819611815006162,60,25
2024-10-17 09:25:13.758,11588.042959230494,850.3171837390016,0.2767132931524441,1.2336438914510162,13.507293537240212,60,25
2024-10-17 09:25:13.759,11412.300348381434,841.636395947317,0.2718346708597683,1.2189803985596572,7.257283386953479,60,25
2024-10-17 09:25:13.760,11382.170729455425,841.0560802689622,0.27099827136705507,1.2180001355894632,13.515575141632352,60,25
2024-10-17 09:25:13.761,11287.104438878254,850.2581845562821,0.26835922712928556,1.2335442306693956,7.676020950900524,60,25
