Time,NTNC,FTNC,NTNL,FTNL,TRNP,Aluminium_Concentration,Water_height
2024-10-17 09:25:13.720,1806.8787283665579,140.6527842670443,0.005187761384852949,0.03488645991054782,87.66382785070768,5,25
2024-10-17 09:25:13.721,1734.1796009760108,135.85149214640333,0.0031696305409324834,0.026776169166221837,89.59912600342923,5,25
2024-10-17 09:25:13.722,1815.5721181214442,131.49608077679656,0.0054290902512684714,0.019419055366210407,92.74401151638916,5,25
2024-10-17 09:25:13.723,1818.6316483921437,140.8998029032575,0.00551402294068078,0.03530372112036739,96.74200397047711,5,25
2024-10-17 09:25:13.724,1884.4823928046717,137.62844633194115,0.00734204238416211,0.029777780966116798,95.71890641657933,5,25
2024-10-17 09:25:13.725,1811.0779634622434,135.79122664843948,0.005304332328297013,0.026674369338580174,89.52936750223917,5,25
2024-10-17 09:25:13.726,1730.2215804944394,130.14409382426868,0.0030597557253543416,0.017135293622075453,92.93997938756632,5,25
2024-10-17 09:25:13.727,1777.4390557862066,133.5284819118281,0.004370514831807642,0.0228521653916015,96.58561234248921,5,25
2024-10-17 09:25:13.728,1729.2836958239116,135.14562445539093,0.0030337200073261962,0.02558382509356577,88.59868014426546,5,25
2024-10-17 09:25:13.729,1643.794489223449,127.11170250709965,0.0006605360248577038,0.012013010991722375,94.2698280931537,5,25
2024-10-17 09:25:13.730,1806.9933137338348,139.16536328068852,0.005190942279483522,0.03237392446062249,88.5144773261986,5,25
2024-10-17 09:25:13.731,1875.1275521313419,133.3891583433439,0.007082351612340503,0.022616821525918727,88.47081767408936,5,25
2024-10-17 09:25:13.732,1943.7782239737085,136.84291474737284,0.008988097159417827,0.028450869505697373,88.04232588940765,5,25
2024-10-17 09:25:13.733,1684.3868840083126,140.05651742611235,0.001787382616892336,0.033879252408973555,93.20149513858435,5,25
2024-10-17 09:25:13.734,1833.1620308572121,127.171500260818,0.005917386971024403,0.012114020710841214,92.2198171413967,5,25
2024-10-17 09:25:13.735,1613.459381837517,134.82573533303088,0.0,0.02504347184633594,94.79245420174456,5,25
2024-10-17 09:25:13.736,1737.7527517437034,128.31215760582236,0.0032688213570136668,0.014040806766591836,91.59380665710148,5,25
2024-10-17 09:25:13.737,1859.1193939562029,135.83501857035142,0.006637964465930179,0.026748342179647656,95.06582384709466,5,25
2024-10-17 09:25:13.738,1649.0422711890797,129.28243536163396,0.0008062146736551552,0.01567978946221953,91.93446817615047,5,25
2024-10-17 09:25:13.739,1803.9991747799868,140.44333364255644,0.005107824855786214,0.03453265817999397,87.69175680845946,5,25
2024-10-17 09:25:13.740,1801.159398659948,140.34107808267785,0.005028992550868835,0.0343599291937126,94.18598351048803,5,25
2024-10-17 09:25:13.741,1681.5217811894577,139.65112233682967,0.0017078472417471507,0.033194463406806866,92.31327211557304,5,25
2024-10-17 09:25:13.742,1681.5178979760983,130.09296594719868,0.0017077394435804415,0.01704892896486262,93.16161669710502,5,25
2024-10-17 09:25:13.743,1833.9012523569183,140.3935780059139,0.005937907791047896,0.03444861149647619,97.36129210175987,5,25
2024-10-17 09:25:13.744,1696.2247800734867,140.01272009763312,0.0021160031111647176,0.033805270435191076,89.99104912300263,5,25
2024-10-17 09:25:13.745,1745.6124172436505,127.2697339108886,0.0034870060029328635,0.012279955930555081,88.73797825033886,5,25
2024-10-17 09:25:13.746,1691.1822303597858,140.95646525385027,0.0019760217183406627,0.035399434550422756,89.18162848176146,5,25
2024-10-17 09:25:13.747,1852.2859920275218,127.93654270706516,0.006448268940052795,0.01340632214031277,93.89631832923946,5,25
2024-10-17 09:25:13.748,1810.2224630121193,139.0864222006029,0.005280583599703503,0.032240578041558964,88.01610372176613,5,25
2024-10-17 09:25:13.749,1698.0429297653893,136.4668824523358,0.0021664750233292415,0.027815679818134778,94.4647284065603,5,25
2024-10-17 09:25:13.750,1656.1762804337932,129.36463454614443,0.0010042550713098048,0.015818639436054775,93.4531378735033,5,25
2024-10-17 09:25:13.751,1775.6455292783562,138.18313798588815,0.004320726460271391,0.03071476011129753,96.41665713795638,5,25
2024-10-17 09:25:13.752,1883.397814636337,140.5840317138665,0.007311934448445074,0.034770323840990706,94.30681465359902,5,25
2024-10-17 09:25:13.753,1627.669029363836,134.25307705403125,0.0002128925787368093,0.024076143672350076,90.62329915378874,5,25
2024-10-17 09:25:13.754,1859.9055984394968,140.93150258943794,0.006659789535560526,0.0353572678875641,94.16050917037339,5,25
2024-10-17 09:25:13.755,1876.089450032558,129.67197495698696,0.007109053938665795,0.016337795535450957,91.21813227053673,5,25
2024-10-17 09:25:13.756,1623.5321541332398,135.74048184448472,9.80527477789142e-05,0.02658865176433229,94.3872315184372,5,25
2024-10-17 09:25:13.757,1947.6949365950397,132.80889637456022,0.009096825267052711,0.021636649281351703,92.17059890023415,5,25
2024-10-17 09:25:13.758,1834.6588419441946,127.71435770004618,0.005958938509957374,0.013031009628456382,92.74538053805588,5,25
2024-10-17 09:25:13.759,1932.2061971381866,128.9567250404729,0.008666857206179013,0.015129603108906903,93.4871835240762,5,25
2024-10-17 09:25:13.760,1701.759937930135,127.68988304509716,0.0022696593268227254,0.012989667305907372,88.04522681523646,5,25
2024-10-17 09:25:13.761,1669.5647546350037,132.05441586472452,0.0013759196800656186,0.020362188960683328,91.35767543808436,5,25
2024-10-17 09:25:13.762,1809.123271204363,127.28486730251211,0.005250069988739496,0.01230551909208127,97.13713074277905,5,25
2024-10-17 09:25:13.763,1716.418190487644,138.91111447135103,0.0026765730363280185,0.0319444501205254,89.27761465442725,5,25
2024-10-17 09:25:13.764,1819.8979072106001,129.23000957729425,0.005549174338911256,0.015591232394078135,95.3349414784851,5,25
2024-10-17 09:25:13.765,1954.1660176269647,137.05153347935962,0.00927646274954792,0.02880326601243179,91.14773243523786,5,25
2024-10-17 09:25:13.766,1847.1423963341886,140.17126978075075,0.006305482506570483,0.03407309084586275,97.16178488505099,5,25
2024-10-17 09:25:13.767,1647.7264518689963,130.1527338884226,0.0007696874738082978,0.0171498883250382,96.67601475328067,5,25
2024-10-17 09:25:13.768,1618.4668814771421,136.36609834275492,0.0,0.027645436389788735,89.23047353815834,5,25
2024-10-17 09:25:13.769,1704.7374780345433,132.99859078633662,0.0023523159657591894,0.021957079030974044,90.85629686697939,5,25
2024-10-17 09:25:13.770,1945.9158812113576,140.6815133036758,0.009047438614533982,0.034934988688641595,94.88784197223015,5,25
2024-10-17 09:25:13.771,1867.5877182637935,133.66369347483553,0.006873045506032074,0.023080563302087038,93.06712336476109,5,25
2024-10-17 09:25:13.772,1885.8053206583268,127.75340516512479,0.007378766917200867,0.013096968184332418,95.70722514016877,5,25
2024-10-17 09:25:13.773,1651.479297632032,132.23315060257096,0.0008738666305424882,0.02066410574758606,90.71045994533009,5,25
2024-10-17 09:25:13.774,1841.7998022634727,128.38420638980338,0.006157171869735243,0.014162510793586774,95.03453622497295,5,25
2024-10-17 09:25:13.775,1676.9790665727296,132.79466945212013,0.001581741292305739,0.021612617317770488,92.95208573913916,5,25
2024-10-17 09:25:13.776,1903.1105261965024,136.98632623232913,0.007859160153138341,0.028693118635691118,97.09757715695591,5,25
2024-10-17 09:25:13.777,1790.9391714390779,136.4523974698814,0.0047452786119722935,0.027791211942367208,93.09706325154549,5,25
2024-10-17 09:25:13.778,1854.869064763866,139.91303616224764,0.0065199751482071435,0.033636885409202066,96.02495072234967,5,25
2024-10-17 09:25:13.779,1636.8873321937742,135.63274659818723,0.00046879305426461267,0.026406666550991935,96.43689939267558,5,25
2024-10-17 09:25:13.780,1869.1293245265176,132.228946035151,0.0069158405609337816,0.02065700343775509,96.77737815198854,5,25
2024-10-17 09:25:13.781,1935.2051299640723,133.41612161429984,0.008750107707966364,0.022662367591722708,89.70442771189322,5,25
2024-10-17 09:25:13.782,1697.020765889666,128.004058064112,0.002138099711008693,0.013520368351540525,96.31671583701801,5,25
2024-10-17 09:25:13.783,1652.8895711816983,137.1036513042722,0.0009130158837880912,0.028891302878838176,89.38263266533338,5,25
2024-10-17 09:25:13.784,1930.5528742293143,132.28302916570453,0.008620960892466322,0.02074836007720358,94.71039991581061,5,25
2024-10-17 09:25:13.785,1712.320533452948,136.26811317106439,0.002562821904143129,0.027479920897068223,93.03860226032158,5,25
2024-10-17 09:25:13.786,1770.4128198024,136.03821069400453,0.004175466224423284,0.027091572118250924,91.30139222480442,5,25
2024-10-17 09:25:13.787,1894.72832741897,127.0123628546758,0.007626469961384946,0.011845207524790192,90.75850663413169,5,25
2024-10-17 09:25:13.788,1901.0944123345653,132.62124833178544,0.007803192747260508,0.021319676236124043,96.83460408219099,5,25
